trajectory_id,model,api_model_id,reasoning_setting,temperature,top_p,seed,max_output_tokens,context_mode,prompt_sha256,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,step_index,agent_x,agent_y,optimal_actions,selected_action,is_optimal_action,valid_action,api_success,finish_reason,truncated_call,latency_seconds,prompt_tokens,output_tokens,reasoning_tokens,total_tokens,estimated_cost_usd,attempts,error_type,error_message,goal_reached_after_action,response_text,reasoning_content,response_id,provider_returned_model_id,system_fingerprint
gpt-oss-20b__low__size7_difficulty0.8_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3819424802,16000,current full grid only (no trajectory history),32ef6ec4800d002c604ce9f81d5ffb256615e710e2c4487607532e95767c00e9,size7_difficulty0.8_grid6,7,0.8,0.28,6,1,5,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.1023170750122517,485,122,0,607,4.8650000000000003e-05,1,,,False,"{
  ""action"": ""LEFT""
}","We need shortest path from A at (4,5) to G at (4,3). Check obstacles. Row4: positions: 0#,1_,2#,3G,4_,5A,6#. So from A at (4,5) left to (4,4) open, then left to (4,3) goal. Need to ensure no walls. (4,4) is '_' yes. So two steps: LEFT then LEFT. But need next move: LEFT.",owSVUGP-fdNmn-a2c13a939bb75b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,820330325,16000,current full grid only (no trajectory history),ee2644b9c83ff0090ae84cf1db17aa1c9fc16909b54d7bbc2258452dd1ed108f,size7_difficulty0.8_grid6,7,0.8,0.28,6,2,4,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.0182577209779993,485,137,0,622,5.165e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need shortest path. Grid 7x7. Agent at (4,4)? Wait coordinates: row 4 col? Let's map. Row indices 0-6, col 0-6. Row4: ""# _ # G A _ #"" So positions: col0#, col1_, col2#, col3 G, col4 A, col5 _, col6#. So agent at (4,4). Goal at (4,3). Adjacent left. So one step LEFT to goal. Ensure no wall. left of agent is G. So action LEFT.",owSVUbk-3pDw3Z-a2c13a9a78285b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2895666918,16000,current full grid only (no trajectory history),ce507acd720bce14b7ddde34aca63700b82efb5e2fd2eff264500495e4eb2534,size7_difficulty0.8_grid6,7,0.8,0.28,6,0,5,5,"[""LEFT"", ""UP""]",UP,True,True,True,stop,False,2.7603337859618478,485,373,0,858,9.885000000000002e-05,1,,,False,"{ ""action"": ""UP"" }","We need shortest path from A at (5,5) to G at (4,3). Grid coordinates: row, col. Let's map obstacles. Let's draw:

Row0 all #
Row1: 0# 1_ 2_ 3_ 4_ 5_ 6#
Row2: 0# 1_ 2# 3_ 4# 5# 6#
Row3: 0# 1_ 2# 3_ 4# 5_ 6#
Row4: 0# 1_ 2# 3G 4_ 5_ 6#
Row5: 0# 1_ 2# 3_ 4_ 5A 6#
Row6 all #

Goal at (4,3). Agent at (5,5). Need shortest path avoiding walls (#). Let's compute.

From (5,5) options: up (4,5) is open. left (5,4) open. right (5,6) wall. down (6,5) wall.

Consider path: maybe up then left left up? Let's find route.

We can go up to (4,5). From there left to (4,4). left to (4,3) goal. That's 3 steps: UP, LEFT, LEFT? Wait from (4,5) left to (4,4) then left to (4,3). So sequence: UP, LEFT, LEFT. That's 3 steps.

Check if any walls block: (4,5) open yes. (4,4) open yes. So shortest 3.

Thus action now: first move is UP.

Return JSON.",owSVUu4-fdNmn-a2c13aa0db185b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,134993716,16000,current full grid only (no trajectory history),32ef6ec4800d002c604ce9f81d5ffb256615e710e2c4487607532e95767c00e9,size7_difficulty0.8_grid6,7,0.8,0.28,6,1,5,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.1668880539946258,485,178,0,663,5.9850000000000005e-05,1,,,False,"{
  ""action"": ""LEFT""
}","We need shortest path from A at (4,5?) Wait coordinates: row index 4 col 5? Let's parse grid. Rows 0-6, cols 0-6. Row4: ""# _ # G _ A #"". So columns:0 '#',1 '_',2 '#',3 'G',4 '_',5 'A',6 '#'. So A at (4,5). Goal at (4,3). Need to move left twice? Check obstacles: positions between: (4,4) is '_' free. (4,3) goal. So two steps left. But must avoid walls. Left from (4,5) to (4,4) open. Then left to (4,3) goal. So action: LEFT.",owSVVia-fdNmn-a2c13ab219105b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3228386541,16000,current full grid only (no trajectory history),ee2644b9c83ff0090ae84cf1db17aa1c9fc16909b54d7bbc2258452dd1ed108f,size7_difficulty0.8_grid6,7,0.8,0.28,6,2,4,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.2995563700096682,485,109,0,594,4.605e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need next move. Grid 7x7. Coordinates: row 0-6, col 0-6. Agent at row4 col4? Wait grid: row4: ""# _ # G A _ #"". positions: col0#,1_,2#,3G,4A,5_,6#. So agent at (4,4). Goal at (4,3). Adjacent left is G. So move LEFT.",owSVW52-3pDw3Z-a2c13ab969555b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,4030849880,16000,current full grid only (no trajectory history),ce507acd720bce14b7ddde34aca63700b82efb5e2fd2eff264500495e4eb2534,size7_difficulty0.8_grid6,7,0.8,0.28,6,0,5,5,"[""LEFT"", ""UP""]",UP,True,True,True,stop,False,1.6559727180283517,485,262,0,747,7.665e-05,1,,,False,"{
  ""action"": ""UP""
}","We need shortest path from A at (5,5) to G at (4,3). Grid coordinates row, col. Let's map open cells. Walls '#'. Let's trace. From (5,5). Adjacent: up (4,5) open, down (6,5) wall, left (5,4) open, right (5,6) wall. We need go to (4,3). Path: maybe up to (4,5), left to (4,4) open? check (4,4) is '_' yes. Then left to (4,3) goal. That's 3 steps: UP, LEFT, LEFT? Wait from (4,5) left to (4,4) then left to (4,3). That's 3 moves. Is any shorter? Maybe from (5,5) left to (5,4), up to (4,4), left to (4,3). Also 3 steps. Could we go up to (4,5), left to (4,4), left to (4,3). So first move could be UP or LEFT. Which is valid? Both. Choose UP.",owSVWT9-fdNmn-a2c13ac18ace5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3247278981,16000,current full grid only (no trajectory history),32ef6ec4800d002c604ce9f81d5ffb256615e710e2c4487607532e95767c00e9,size7_difficulty0.8_grid6,7,0.8,0.28,6,1,5,4,"[""LEFT""]",LEFT,True,True,True,stop,False,0.7782172189909033,485,66,0,551,3.745e-05,1,,,False,"{
  ""action"": ""LEFT""
}","Compute shortest path. From A at (4,5). Goal at (4,3). Path left two steps: left to (4,4) open, left to (4,3) goal. So first action LEFT.",owSVWxA-3pDw3Z-a2c13acbebf65b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,247407999,16000,current full grid only (no trajectory history),ee2644b9c83ff0090ae84cf1db17aa1c9fc16909b54d7bbc2258452dd1ed108f,size7_difficulty0.8_grid6,7,0.8,0.28,6,2,4,4,"[""LEFT""]",LEFT,True,True,True,stop,False,1.2906111420015804,485,115,0,600,4.7249999999999997e-05,1,,,True,"{
  ""action"": ""LEFT""
}","We need shortest path from A at row4 col4? Wait coordinates: row4 col4? Let's parse grid: indices 0-6 columns. Row4: ""# _ # G A _ #"". So columns:0#,1_,2#,3G,4A,5_,6#. So A at (4,4). Goal G at (4,3). They are adjacent left. Is there wall between? No. So move LEFT to reach goal.",owSVXBS-3pDw3Z-a2c13ad0ca715b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,40453607,16000,current full grid only (no trajectory history),ce507acd720bce14b7ddde34aca63700b82efb5e2fd2eff264500495e4eb2534,size7_difficulty0.8_grid6,7,0.8,0.28,6,0,5,5,"[""LEFT"", ""UP""]",LEFT,True,True,True,stop,False,2.4450280409655534,485,316,0,801,8.745000000000001e-05,1,,,False,"{
  ""action"": ""LEFT""
}","We need shortest path from A at (5,5) to G at (4,3). Let's map grid. Coordinates row, col.

Grid:

Row0 all walls.
Row1: col1-5 open.
Row2: col1 open, col2 #, col3 open, col4 #, col5 #.
Row3: col1 open, col2 #, col3 open, col4 #, col5 open.
Row4: col1 open, col2 #, col3 G, col4 _, col5 _.
Row5: col1 open, col2 #, col3 _, col4 _, col5 A.
Row6 walls.

We need path. Let's find shortest. From A(5,5). Moves: up to (4,5) open. left to (5,4) open. down blocked. right blocked.

Goal at (4,3). Let's compute distances. From A to (4,3). Path: A(5,5)->(5,4)->(5,3)->(4,3). Check if (5,3) open? row5 col3 is '_' yes. So 3 steps: LEFT, LEFT, UP. That's shortest? Could also go up then left left: (5,5)->(4,5)->(4,4)->(4,3) also 3 steps. Both equal. Choose one. Let's output action: LEFT.",owSVXZR-fdNmn-a2c13ad8de835b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,711168779,16000,current full grid only (no trajectory history),487a64d785b152da197b95ca9a091de4255513fc8d0ceeb62ba423b2980f8f35,size7_difficulty0.8_grid6,7,0.8,0.28,6,1,4,5,"[""LEFT"", ""UP""]",LEFT,True,True,True,stop,False,1.5312343150144443,485,227,0,712,6.965000000000001e-05,1,,,False,"{
  ""action"": ""LEFT""
}","We need shortest path from A at (5,4) to G at (4,3). Check adjacency: from (5,4) up to (4,4) is '_'? row4 col4 is '_' yes. left to (5,3) is '_'? row5 col3 is '_'? row5: ""# _ # _ A _ #"" columns:0#,1_,2#,3_,4A,5_,6#. so col3 is '_' yes. right to (5,5) is '_'? col5 '_' yes. down to (6,4) is '#' wall. So options. Goal at (4,3). From (5,4) left to (5,3) then up to (4,3) is goal. That's 2 steps. Could also up then left: (4,4) then left to (4,3). Also 2 steps. So choose any. Let's pick LEFT then UP? But we need single action. First move: LEFT.",owSVYHw-3pDw3Z-a2c13ae82c255b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,2045448231,16000,current full grid only (no trajectory history),53cafa458b72bdfb3d756ad01c043d47f56a2b075863401028cc327e1c944a40,size7_difficulty0.8_grid6,7,0.8,0.28,6,2,3,5,"[""UP""]",UP,True,True,True,stop,False,0.6747430060058832,485,62,0,547,3.6649999999999996e-05,1,,,True,"{
  ""action"": ""UP""
}","We need shortest path from A at (5,3) to G at (4,3). They are adjacent vertically: A at row5 col3, G at row4 col3. So move UP.",owSVYk3-fdNmn-a2c13af1b9525b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1528896694,16000,current full grid only (no trajectory history),f88ca058c8388da2c8e9233f4e5eb54cf5ac81e370d8a30c59787b38864be8e2,size7_difficulty0.8_grid7,7,0.8,0.28,7,0,1,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.9300605989992619,485,67,0,552,3.765e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Agent at row5 col1. Goal row5 col4. Path: Right, Right, Right. Check obstacles: row5 col2 is _, col3 is _, col4 is G. So action RIGHT.",owSVYwv-fdNmn-a2c13af5ed775b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3531833365,16000,current full grid only (no trajectory history),0c3f26c20d785da642ba5b27b5267544cd21078054f3cac7079c805c30e40d20,size7_difficulty0.8_grid7,7,0.8,0.28,7,1,2,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,1.1085123849916272,485,157,0,642,5.5650000000000004e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Let's map coordinates. Grid 7x7. Agent at (5,2). Goal at (5,4). Walls (#). Check path: from (5,2) to (5,4) same row. Positions: (5,3) is '_'? row5 col3 is '_'? Row5: ""# _ A _ G _ #"" columns:0#,1_,2A,3_,4G,5_,6#. So (5,3) is '_' open. So go RIGHT twice? From (5,2) to (5,3) RIGHT, then to (5,4) RIGHT. So action: RIGHT.",owSVZE3-3pDw3Z-a2c13afbbd125b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,181460158,16000,current full grid only (no trajectory history),986f01f04d12a6a927bd2d1dfa38948ce56796b809ab3d528d41a481b0fb32ff,size7_difficulty0.8_grid7,7,0.8,0.28,7,2,3,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6630230940063484,485,74,0,559,3.905e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path. Grid 7x7. Agent at (5,3). Goal at (5,4). Adjacent right. Check if cell (5,4) is G. So move RIGHT. Ensure no wall. It's G. So action RIGHT.",owSVZZB-3pDw3Z-a2c13b02a9645b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2407781612,16000,current full grid only (no trajectory history),f88ca058c8388da2c8e9233f4e5eb54cf5ac81e370d8a30c59787b38864be8e2,size7_difficulty0.8_grid7,7,0.8,0.28,7,0,1,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,1.4423882919945754,485,140,0,625,5.2249999999999996e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (5,1) to G at (5,4). Check walls: row5: ""# A _ _ G _ #"" so positions: col0#, col1 A, col2 _, col3 _, col4 G, col5 _, col6#. So A adjacent to G? A at (5,1), G at (5,4) distance 3 horizontally. But need check obstacles: between them cells (5,2) and (5,3) are open. So path: RIGHT, RIGHT, RIGHT. First move should be RIGHT.",owSVZkH-fdNmn-a2c13b06dd3a5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,3432422331,16000,current full grid only (no trajectory history),0c3f26c20d785da642ba5b27b5267544cd21078054f3cac7079c805c30e40d20,size7_difficulty0.8_grid7,7,0.8,0.28,7,1,2,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.723497700993903,485,98,0,583,4.385e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (5,2) to G at (5,4). Check obstacles: row5: columns 0#,1_,2A,3_,4G,5_,6#. So from (5,2) to (5,4) moving right twice. Are there walls? (5,3) is '_' so free. So move RIGHT.",owSVaBV-3pDw3Z-a2c13b0fd8065b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2513291984,16000,current full grid only (no trajectory history),986f01f04d12a6a927bd2d1dfa38948ce56796b809ab3d528d41a481b0fb32ff,size7_difficulty0.8_grid7,7,0.8,0.28,7,2,3,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.5128001549746841,485,56,0,541,3.545e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","Compute shortest path from A at (5,3) to G at (5,4). They are adjacent right. Check if right cell is G. Yes. So action RIGHT.",owSVaQM-3pDw3Z-a2c13b146f2a5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,440634487,16000,current full grid only (no trajectory history),f88ca058c8388da2c8e9233f4e5eb54cf5ac81e370d8a30c59787b38864be8e2,size7_difficulty0.8_grid7,7,0.8,0.28,7,0,1,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.7655566540197469,485,102,0,587,4.465e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (5,1) to G at (5,4). Check walls: row5 col1 A, col2 _, col3 _, col4 G. Path directly right 3 steps: (5,2),(5,3),(5,4). Are any walls? row5 col2 is _, col3 is _, so can move RIGHT. So first action RIGHT.",owSVaYo-3pDw3Z-a2c13b1799d95b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2806345123,16000,current full grid only (no trajectory history),0c3f26c20d785da642ba5b27b5267544cd21078054f3cac7079c805c30e40d20,size7_difficulty0.8_grid7,7,0.8,0.28,7,1,2,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6791246859938838,485,67,0,552,3.765e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need next move from A at (5,2) to G at (5,4). Path: right twice. Check obstacles: at (5,3) is _, (5,4) G. So first move RIGHT.",owSVamz-fdNmn-a2c13b1c6fbd5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2961003415,16000,current full grid only (no trajectory history),986f01f04d12a6a927bd2d1dfa38948ce56796b809ab3d528d41a481b0fb32ff,size7_difficulty0.8_grid7,7,0.8,0.28,7,2,3,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.498346762964502,485,48,0,533,3.385e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (5,3) to G at (5,4). They are adjacent horizontally. So move RIGHT.",owSVayo-3pDw3Z-a2c13b20ac0c5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,1129211706,16000,current full grid only (no trajectory history),f88ca058c8388da2c8e9233f4e5eb54cf5ac81e370d8a30c59787b38864be8e2,size7_difficulty0.8_grid7,7,0.8,0.28,7,0,1,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.8568582559819333,485,121,0,606,4.845e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (5,1) to G at (5,4). Check obstacles: row5: ""# A _ _ G _ #"" positions: 0#,1A,2_,3_,4G,5_,6#. So direct right moves: from (5,1) to (5,2) open, (5,3) open, (5,4) goal. So 3 steps: RIGHT, RIGHT, RIGHT. So next action is RIGHT.",owSVb8N-3pDw3Z-a2c13b23ce7b5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,4163594418,16000,current full grid only (no trajectory history),0c3f26c20d785da642ba5b27b5267544cd21078054f3cac7079c805c30e40d20,size7_difficulty0.8_grid7,7,0.8,0.28,7,1,2,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,2.1350398610229604,485,353,0,838,9.485e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Let's map coordinates. Grid 7x7. Agent at (5,2). Goal at (5,4). Walls at many. Let's draw open spaces.

Row1 index1: (1,1)-(1,5) all _.
Row2: (2,1) _, (2,2)#, (2,3)#, (2,4)#, (2,5)_, (2,6)#? Wait row2 has 7 columns 0-6. Row2 string ""# _ # # # _ #"": positions:0#,1_,2#,3#,4#,5_,6#. So open at (2,1) and (2,5).
Row3: ""# _ # _ _ _ #"": open at (3,1),(3,3),(3,4),(3,5).
Row4: ""# _ # # # _ #"": open at (4,1),(4,5).
Row5: ""# _ A _ G _ #"": open at (5,1),(5,2) agent,(5,3),(5,4)goal,(5,5),(5,6?) Wait 6 is #. So open at (5,1),(5,2),(5,3),(5,4),(5,5).
Row6: all walls.

We need path from (5,2) to (5,4). Straight right two steps? Check if cells (5,3) and (5,4) are open. Yes. So action RIGHT then RIGHT. But we need single next action. So first step RIGHT.",owSVbP7-3pDw3Z-a2c13b291f895b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,0.95,3771926309,16000,current full grid only (no trajectory history),986f01f04d12a6a927bd2d1dfa38948ce56796b809ab3d528d41a481b0fb32ff,size7_difficulty0.8_grid7,7,0.8,0.28,7,2,3,5,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.9130761969718151,485,125,0,610,4.9250000000000004e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path. Let's map coordinates. Grid 7x7. Agent at row5 col3? Wait row indices 0-6. Row5: ""# _ _ A G _ #"". So columns:0#,1_,2_,3A,4G,5_,6#. So agent at (5,3). Goal at (5,4). Adjacent right. Check if cell (5,4) is G. So one step RIGHT leads to goal. Ensure no wall. So action RIGHT.",owSVc1x-3pDw3Z-a2c13b36790d5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2247793600,16000,current full grid only (no trajectory history),95d66dbeb098a0e4d5f1e29941df44241ba1f0fe6808776883a8ecf5ed460db5,size7_difficulty0.8_grid8,7,0.8,0.28,8,0,1,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,2.74868445598986,485,263,0,748,7.685e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Let's map grid. Coordinates row,col.

Grid:

row0 all walls.

row1: col0#,1 A,2 _,3 _,4 _,5 G,6 #
row2: col0#,1 _,2 _,3 #,4 #,5 #,6 #
row3: 0#,1 _,2 #,3 _,4 _,5 _,6#
row4: 0#,1 _,2 #,3 #,4 #,5 _,6#
row5: 0#,1 _,2 _,3 _,4 _,5 _,6#
row6 all walls.

Agent at (1,1). Goal at (1,5). Need path avoiding walls. Let's find shortest.

From (1,1) can move right to (1,2). Then right to (1,3). Then right to (1,4). Then right to (1,5) goal. Check if any walls? row1 col2-5 are open. So 4 steps: RIGHT,RIGHT,RIGHT,RIGHT.

But need minimal. Could there be shorter? distance horizontally 4. Can't go around because walls. So action now: RIGHT.

Return JSON.",owSVcHk-3pDw3Z-a2c13b3c28b85b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,4114685313,16000,current full grid only (no trajectory history),bbf68f7f8e01d27beda4229ba36933c61a87c33f003d7ddc83031b6836515c8a,size7_difficulty0.8_grid8,7,0.8,0.28,8,1,2,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6745942300185561,485,88,0,573,4.185e-05,1,,,False,"{ ""action"": ""RIGHT"" }","We need shortest path from A at (1,2) to G at (1,5). Walls at row0, row6, etc. We can move right 3 steps: from (1,2) to (1,3) open, (1,4) open, (1,5) goal. So action RIGHT.",owSVd7D-3pDw3Z-a2c13b4d5eca5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,4172349347,16000,current full grid only (no trajectory history),bd96dff47647b30a47bb0e2ac19d33f01f7cd55ccce753cd1a696b80551ed096,size7_difficulty0.8_grid8,7,0.8,0.28,8,2,3,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.7327828140114434,485,72,0,557,3.8650000000000004e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path. Agent at (1,3). Goal at (1,5). Path: right to (1,4) then right to (1,5). Check obstacles: (1,4) is _ open. So first action RIGHT.",owSVdJX-fdNmn-a2c13b519cc85b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,1435270277,16000,current full grid only (no trajectory history),467ec75de83b896a1fde90dd128c9656eb8a344a6c4a4eb699bc28df8943cef0,size7_difficulty0.8_grid8,7,0.8,0.28,8,3,4,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.5857710759737529,485,73,0,558,3.885e-05,1,,,True,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (1,4) to G at (1,5). Adjacent? Right from (1,4) to (1,5) is goal. Check if cell (1,5) is G. So action RIGHT.",owSVdXR-3pDw3Z-a2c13b562aad5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,448455393,16000,current full grid only (no trajectory history),95d66dbeb098a0e4d5f1e29941df44241ba1f0fe6808776883a8ecf5ed460db5,size7_difficulty0.8_grid8,7,0.8,0.28,8,0,1,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,1.8192019059788436,485,281,0,766,8.045e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","We need shortest path from A at (1,1) to G at (1,5). Let's map grid: coordinates row, col.

Row0 all walls. Row1: col0 wall, col1 A, col2 _, col3 _, col4 _, col5 G, col6 wall.

Row2: col0 wall, col1 _, col2 _, col3 #, col4 #, col5 #, col6 wall.

Row3: col0 wall, col1 _, col2 #, col3 _, col4 _, col5 _, col6 #.

Row4: col0 wall, col1 _, col2 #, col3 #, col4 #, col5 _, col6 #.

Row5: col0 wall, col1 _, col2 _, col3 _, col4 _, col5 _, col6 _? Wait row5 col6 is '#'? row5: ""# _ _ _ _ _ #"" so col6 wall.

Row6 all walls.

Goal at (1,5). Agent at (1,1). Straight line right along row1: positions (1,2),(1,3),(1,4),(1,5). All open spaces. So shortest path 4 steps: RIGHT 4 times.

Thus first move is RIGHT.",owSVdhv-3pDw3Z-a2c13b59de2d5b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,2001439685,16000,current full grid only (no trajectory history),bbf68f7f8e01d27beda4229ba36933c61a87c33f003d7ddc83031b6836515c8a,size7_difficulty0.8_grid8,7,0.8,0.28,8,1,2,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.6932116830139421,485,75,0,560,3.925e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","Compute shortest path. From A at (1,2). Goal at (1,5). Path: right to (1,3) open, right to (1,4) open, right to (1,5) goal. All open. So first move RIGHT.",owSVeEx-3pDw3Z-a2c13b653aa15b05,openai/gpt-oss-20b,
gpt-oss-20b__low__size7_difficulty0.8_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,0.95,740246104,16000,current full grid only (no trajectory history),bd96dff47647b30a47bb0e2ac19d33f01f7cd55ccce753cd1a696b80551ed096,size7_difficulty0.8_grid8,7,0.8,0.28,8,2,3,1,"[""RIGHT""]",RIGHT,True,True,True,stop,False,0.8614619969739579,485,68,0,553,3.785e-05,1,,,False,"{
  ""action"": ""RIGHT""
}","Find shortest path. Grid size 7x7. Agent at (1,3). Goal at (1,5). Path: right to (1,4), right to (1,5). Both cells open. So action RIGHT.",owSVeSx-3pDw3Z-a2c13b698f765b05,openai/gpt-oss-20b,
