trajectory_id,model,api_model_id,reasoning_setting,temperature,sampling_condition,grid_id,grid_size,difficulty,observed_wall_fraction,grid_replicate,trajectory_complete,goal_reached,steps,optimal_path_length,optimal_action_fraction,valid_action_fraction,invalid_output_rate,api_failure_rate,truncation_or_failure,step_limit_reached,total_output_tokens,max_call_output_tokens,total_runtime_seconds,p50_call_runtime_seconds,p95_call_runtime_seconds,total_prompt_tokens,total_tokens,estimated_cost_usd
gpt-oss-20b__low__size7_difficulty0.6_grid11__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid11,7,0.6,0.2,11,True,True,4,4,1.0,1.0,0.0,0.0,False,False,866,439,8.132078613038175,1.4367774700222071,4.339459323792834,1940,2806,0.0002702
gpt-oss-20b__low__size7_difficulty0.6_grid11__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid11,7,0.6,0.2,11,True,True,4,4,1.0,1.0,0.0,0.0,False,False,634,247,6.0120680399704725,1.2804274284862913,2.7410900483693688,1940,2574,0.00022380000000000002
gpt-oss-20b__low__size7_difficulty0.6_grid11__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid11,7,0.6,0.2,11,True,True,4,4,1.0,1.0,0.0,0.0,False,False,741,267,5.382478455023374,1.3084320135239977,1.7368014607403892,1940,2681,0.0002452
gpt-oss-20b__low__size7_difficulty0.6_grid12__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid12,7,0.6,0.2,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1609,538,12.362604456022382,2.7247426219983026,3.6431455885875037,2425,4034,0.00044305
gpt-oss-20b__low__size7_difficulty0.6_grid12__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid12,7,0.6,0.2,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1713,547,17.129131373076234,4.604546811024193,5.157213929411955,2425,4138,0.00046385
gpt-oss-20b__low__size7_difficulty0.6_grid12__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid12,7,0.6,0.2,12,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1428,540,14.67377955710981,1.4348173729958944,6.227292089629918,2425,3853,0.00040685
gpt-oss-20b__low__size7_difficulty0.6_grid12__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid12,7,0.6,0.2,12,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,2302,650,26.443524154950865,2.50180874299258,7.7239687071705685,3395,5697,0.00063015
gpt-oss-20b__low__size7_difficulty0.6_grid13__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid13,7,0.6,0.2,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1659,437,10.38318879896542,1.9039108760189265,2.623103679565247,2425,4084,0.00045305000000000003
gpt-oss-20b__low__size7_difficulty0.6_grid13__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid13,7,0.6,0.2,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,959,403,7.151576678035781,1.2512789779575542,2.5954549914109517,2425,3384,0.00031305000000000005
gpt-oss-20b__low__size7_difficulty0.6_grid13__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid13,7,0.6,0.2,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,869,345,6.264009571983479,1.1077242540195584,1.9991224279976447,2425,3294,0.00029505
gpt-oss-20b__low__size7_difficulty0.6_grid13__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid13,7,0.6,0.2,13,True,True,5,5,1.0,1.0,0.0,0.0,False,False,993,402,7.561276879103389,1.3120941410306841,2.736770279414486,2425,3418,0.00031985
gpt-oss-20b__low__size7_difficulty0.6_grid14__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid14,7,0.6,0.2,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1087,469,9.715978663938586,1.3522935539949685,3.9751066713593897,2425,3512,0.00033865
gpt-oss-20b__low__size7_difficulty0.6_grid14__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid14,7,0.6,0.2,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1102,570,7.770617398957256,0.981073250004556,3.284810601593926,2425,3527,0.00034165
gpt-oss-20b__low__size7_difficulty0.6_grid14__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid14,7,0.6,0.2,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1929,948,16.151739253022242,1.8691559410071932,7.246945640223565,2425,4354,0.00050705
gpt-oss-20b__low__size7_difficulty0.6_grid14__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid14,7,0.6,0.2,14,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1301,510,11.405054616043344,1.3337194670457393,4.989248439017683,2425,3726,0.00038145000000000003
gpt-oss-20b__low__size7_difficulty0.6_grid15__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid15,7,0.6,0.2,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1671,501,10.969483190099709,2.115774624980986,3.1055970370420254,2425,4096,0.00045545000000000004
gpt-oss-20b__low__size7_difficulty0.6_grid15__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid15,7,0.6,0.2,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1605,867,14.009595082956366,1.8077960360096768,5.60909950255882,2425,4030,0.00044225000000000004
gpt-oss-20b__low__size7_difficulty0.6_grid15__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid15,7,0.6,0.2,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1716,574,12.957516886061057,2.2495780590106733,4.987567517801653,2425,4141,0.00046445000000000004
gpt-oss-20b__low__size7_difficulty0.6_grid15__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid15,7,0.6,0.2,15,True,True,5,5,1.0,1.0,0.0,0.0,False,False,645,359,5.91037982807029,0.6954785840352997,2.6496375306276603,2425,3070,0.00025025
gpt-oss-20b__low__size7_difficulty0.6_grid16__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid16,7,0.6,0.2,16,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1379,475,14.013867911999114,2.2095577060244977,3.9561739019700326,2910,4289,0.0004213
gpt-oss-20b__low__size7_difficulty0.6_grid16__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid16,7,0.6,0.2,16,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1050,486,9.836526186030824,1.2537388225318864,3.3727628529886715,2910,3960,0.0003555
gpt-oss-20b__low__size7_difficulty0.6_grid16__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid16,7,0.6,0.2,16,True,True,6,6,1.0,1.0,0.0,0.0,False,False,975,308,9.761270215036348,1.1196360520261806,3.0918067857273854,2910,3885,0.0003405
gpt-oss-20b__low__size7_difficulty0.6_grid16__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid16,7,0.6,0.2,16,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1043,390,10.001718027924653,1.2188336815161165,3.7343052174546756,2910,3953,0.0003541
gpt-oss-20b__low__size7_difficulty0.6_grid17__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid17,7,0.6,0.2,17,True,False,14,6,0.07142857142857142,1.0,0.0,0.0,True,True,2023,514,16.740757671068422,1.0281368270225357,2.266953308429219,6790,8813,0.0007441
gpt-oss-20b__low__size7_difficulty0.6_grid17__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid17,7,0.6,0.2,17,True,True,7,6,0.8571428571428571,1.0,0.0,0.0,False,False,1985,406,14.532125548983458,2.488695623993408,2.8060370157065333,3395,5380,0.00056675
gpt-oss-20b__low__size7_difficulty0.6_grid17__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid17,7,0.6,0.2,17,True,True,9,6,0.7777777777777778,1.0,0.0,0.0,False,False,3065,1332,23.458996858040337,1.499437555030454,6.126259903388562,4365,7430,0.0008312500000000001
gpt-oss-20b__low__size7_difficulty0.6_grid17__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid17,7,0.6,0.2,17,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2194,711,18.380100228998344,3.2140558874816634,5.5195746627723565,2910,5104,0.0005843
gpt-oss-20b__low__size7_difficulty0.6_grid18__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid18,7,0.6,0.2,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,2288,801,18.72085429087747,2.930309261981165,5.240257691461011,2910,5198,0.0006031000000000001
gpt-oss-20b__low__size7_difficulty0.6_grid18__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid18,7,0.6,0.2,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1506,491,15.503779666032642,2.267018779995851,4.848940739015234,2910,4416,0.0004467
gpt-oss-20b__low__size7_difficulty0.6_grid18__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid18,7,0.6,0.2,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1054,411,9.909329750982579,1.2778611259709578,3.0418172875215532,2910,3964,0.0003563
gpt-oss-20b__low__size7_difficulty0.6_grid18__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid18,7,0.6,0.2,18,True,True,6,6,1.0,1.0,0.0,0.0,False,False,1741,486,16.019874265010003,3.112595811515348,4.298242214717902,2910,4651,0.0004937
gpt-oss-20b__low__size7_difficulty0.6_grid19__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid19,7,0.6,0.2,19,True,True,10,7,0.8,1.0,0.0,0.0,False,False,4575,931,34.403294262010604,2.919704993488267,7.147015383967661,4850,9425,0.0011575000000000001
gpt-oss-20b__low__size7_difficulty0.6_grid19__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid19,7,0.6,0.2,19,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2547,816,23.792595376027748,2.665128752007149,6.642358423804398,3395,5942,0.00067915
gpt-oss-20b__low__size7_difficulty0.6_grid19__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid19,7,0.6,0.2,19,True,True,7,7,1.0,1.0,0.0,0.0,False,False,3431,871,34.32653613196453,5.097662159008905,8.512156224600037,3395,6826,0.00085595
gpt-oss-20b__low__size7_difficulty0.6_grid19__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid19,7,0.6,0.2,19,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2123,691,17.21051450097002,1.5769560070475563,4.7736192285781724,3395,5518,0.00059435
gpt-oss-20b__low__size7_difficulty0.6_grid1__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid1,7,0.6,0.2,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,109,109,0.8540721319732256,0.8540721319732256,0.8540721319732256,485,594,4.605e-05
gpt-oss-20b__low__size7_difficulty0.6_grid1__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid1,7,0.6,0.2,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,118,118,0.8456800450221635,0.8456800450221635,0.8456800450221635,485,603,4.785e-05
gpt-oss-20b__low__size7_difficulty0.6_grid1__t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy_sanity_check,size7_difficulty0.6_grid1,7,0.6,0.2,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,114,114,1.236536560987588,1.236536560987588,1.236536560987588,485,599,4.7050000000000005e-05
gpt-oss-20b__low__size7_difficulty0.6_grid1__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid1,7,0.6,0.2,1,True,True,1,1,1.0,1.0,0.0,0.0,False,False,120,120,0.8201233029831201,0.8201233029831201,0.8201233029831201,485,605,4.825e-05
gpt-oss-20b__low__size7_difficulty0.6_grid20__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid20,7,0.6,0.2,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1804,533,14.864344215020537,1.1978461139951833,4.8895804343803295,3395,5199,0.0005305500000000001
gpt-oss-20b__low__size7_difficulty0.6_grid20__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid20,7,0.6,0.2,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,2197,598,18.079587218991946,2.552283813012764,5.0578798101865665,3395,5592,0.00060915
gpt-oss-20b__low__size7_difficulty0.6_grid20__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid20,7,0.6,0.2,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1682,758,12.587164580065291,1.0993017730070278,3.813670393108623,3395,5077,0.00050615
gpt-oss-20b__low__size7_difficulty0.6_grid20__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid20,7,0.6,0.2,20,True,True,7,7,1.0,1.0,0.0,0.0,False,False,1812,695,12.603704352979548,0.7333454569452442,3.8233963748149105,3395,5207,0.00053215
gpt-oss-20b__low__size7_difficulty0.6_grid2__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid2,7,0.6,0.2,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,41,41,0.397460462001618,0.397460462001618,0.397460462001618,485,526,3.245e-05
gpt-oss-20b__low__size7_difficulty0.6_grid2__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid2,7,0.6,0.2,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,186,186,1.2271834010025486,1.2271834010025486,1.2271834010025486,485,671,6.145e-05
gpt-oss-20b__low__size7_difficulty0.6_grid2__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid2,7,0.6,0.2,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,45,45,0.4506027179886587,0.4506027179886587,0.4506027179886587,485,530,3.325e-05
gpt-oss-20b__low__size7_difficulty0.6_grid2__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid2,7,0.6,0.2,2,True,True,1,1,1.0,1.0,0.0,0.0,False,False,47,47,0.48045173403806984,0.48045173403806984,0.48045173403806984,485,532,3.365e-05
gpt-oss-20b__low__size7_difficulty0.6_grid3__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid3,7,0.6,0.2,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.5407542209723033,0.5407542209723033,0.5407542209723033,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.6_grid3__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid3,7,0.6,0.2,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,65,65,0.5965663829701953,0.5965663829701953,0.5965663829701953,485,550,3.725e-05
gpt-oss-20b__low__size7_difficulty0.6_grid3__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid3,7,0.6,0.2,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,61,61,0.5279406000045128,0.5279406000045128,0.5279406000045128,485,546,3.6450000000000005e-05
gpt-oss-20b__low__size7_difficulty0.6_grid3__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid3,7,0.6,0.2,3,True,True,1,1,1.0,1.0,0.0,0.0,False,False,54,54,0.7754702920210548,0.7754702920210548,0.7754702920210548,485,539,3.505e-05
gpt-oss-20b__low__size7_difficulty0.6_grid4__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid4,7,0.6,0.2,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,62,62,0.5795486959978007,0.5795486959978007,0.5795486959978007,485,547,3.6649999999999996e-05
gpt-oss-20b__low__size7_difficulty0.6_grid4__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid4,7,0.6,0.2,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,120,120,0.9129083100124262,0.9129083100124262,0.9129083100124262,485,605,4.825e-05
gpt-oss-20b__low__size7_difficulty0.6_grid4__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid4,7,0.6,0.2,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,41,41,0.44163451698841527,0.44163451698841527,0.44163451698841527,485,526,3.245e-05
gpt-oss-20b__low__size7_difficulty0.6_grid4__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid4,7,0.6,0.2,4,True,True,1,1,1.0,1.0,0.0,0.0,False,False,113,113,0.8097005510353483,0.8097005510353483,0.8097005510353483,485,598,4.685e-05
gpt-oss-20b__low__size7_difficulty0.6_grid5__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid5,7,0.6,0.2,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,396,247,2.939833808981348,1.469916904490674,1.815429232342285,970,1366,0.00012770000000000001
gpt-oss-20b__low__size7_difficulty0.6_grid5__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid5,7,0.6,0.2,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,188,123,1.8230003350763582,0.9115001675381791,0.96195948968234,970,1158,8.61e-05
gpt-oss-20b__low__size7_difficulty0.6_grid5__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid5,7,0.6,0.2,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,203,151,1.7442263799603097,0.8721131899801549,1.2423147529858398,970,1173,8.91e-05
gpt-oss-20b__low__size7_difficulty0.6_grid5__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid5,7,0.6,0.2,5,True,True,2,2,1.0,1.0,0.0,0.0,False,False,298,158,2.0604682530392893,1.0302341265196446,1.0951872880541487,970,1268,0.0001081
gpt-oss-20b__low__size7_difficulty0.6_grid6__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid6,7,0.6,0.2,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,407,302,4.176763525989372,2.088381762994686,2.6837777071021263,970,1377,0.0001299
gpt-oss-20b__low__size7_difficulty0.6_grid6__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid6,7,0.6,0.2,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,324,258,3.087027606961783,1.5435138034808915,1.7553299190098186,970,1294,0.0001133
gpt-oss-20b__low__size7_difficulty0.6_grid6__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid6,7,0.6,0.2,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,111,57,1.3580215740366839,0.6790107870183419,0.731434212034219,970,1081,7.07e-05
gpt-oss-20b__low__size7_difficulty0.6_grid6__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid6,7,0.6,0.2,6,True,True,2,2,1.0,1.0,0.0,0.0,False,False,419,372,2.8646469669765793,1.4323234834882896,2.296327083927463,970,1389,0.00013230000000000002
gpt-oss-20b__low__size7_difficulty0.6_grid7__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid7,7,0.6,0.2,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,243,185,3.4071340729715303,1.7035670364857651,2.507622959947912,970,1213,9.71e-05
gpt-oss-20b__low__size7_difficulty0.6_grid7__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid7,7,0.6,0.2,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,225,147,2.282813062018249,1.1414065310091246,1.421798574514105,970,1195,9.350000000000001e-05
gpt-oss-20b__low__size7_difficulty0.6_grid7__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid7,7,0.6,0.2,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,245,166,3.269820295041427,1.6349101475207135,2.1097401012608312,970,1215,9.75e-05
gpt-oss-20b__low__size7_difficulty0.6_grid7__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid7,7,0.6,0.2,7,True,True,2,2,1.0,1.0,0.0,0.0,False,False,400,337,5.267056580923963,2.6335282904619817,4.129838238100637,970,1370,0.0001285
gpt-oss-20b__low__size7_difficulty0.6_grid8__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid8,7,0.6,0.2,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,565,289,6.173185648047365,2.573729040042963,2.900948661315488,1455,2020,0.00018575000000000002
gpt-oss-20b__low__size7_difficulty0.6_grid8__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid8,7,0.6,0.2,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,212,98,2.9022111800150014,1.0008063149871305,1.0898913470970002,1455,1667,0.00011515000000000001
gpt-oss-20b__low__size7_difficulty0.6_grid8__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid8,7,0.6,0.2,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,274,146,3.0611297200084664,0.925028388039209,1.4630424281815066,1455,1729,0.00012755
gpt-oss-20b__low__size7_difficulty0.6_grid8__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid8,7,0.6,0.2,8,True,True,3,3,1.0,1.0,0.0,0.0,False,False,238,102,2.926844558038283,0.886941964039579,1.1822896720143035,1455,1693,0.00012035
gpt-oss-20b__low__size7_difficulty0.6_grid9__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.6_grid9,7,0.6,0.2,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,570,311,5.294328332005534,2.285287403035909,2.499448385287542,1455,2025,0.00018675
gpt-oss-20b__low__size7_difficulty0.6_grid9__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid9,7,0.6,0.2,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,761,411,7.565731200971641,2.4001327239675447,4.030296513083158,1455,2216,0.00022495000000000002
gpt-oss-20b__low__size7_difficulty0.6_grid9__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid9,7,0.6,0.2,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,201,97,2.2477386310347356,0.7026639120304026,0.9661865570931696,1455,1656,0.00011295000000000001
gpt-oss-20b__low__size7_difficulty0.6_grid9__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.6_grid9,7,0.6,0.2,9,True,True,3,3,1.0,1.0,0.0,0.0,False,False,519,402,5.335457569977734,0.9074140170123428,3.56870537159848,1455,1974,0.00017655
gpt-oss-20b__low__size7_difficulty0.8_grid10__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid10,7,0.8,0.28,10,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1902,537,13.775465916958638,2.3521667969762348,3.928926221386064,2425,4327,0.0005016500000000001
gpt-oss-20b__low__size7_difficulty0.8_grid10__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid10,7,0.8,0.28,10,True,True,7,5,0.8571428571428571,1.0,0.0,0.0,False,False,2407,970,17.43414819589816,2.0493249239516445,5.341790614509953,3395,5802,0.0006511500000000001
gpt-oss-20b__low__size7_difficulty0.8_grid10__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid10,7,0.8,0.28,10,True,True,5,5,1.0,1.0,0.0,0.0,False,False,2241,950,19.730597411922645,2.897501070983708,7.743202361196745,2425,4666,0.00056945
gpt-oss-20b__low__size7_difficulty0.8_grid10__t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid10,7,0.8,0.28,10,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1487,470,11.72184173099231,2.5721352759865113,3.4350054499926044,2425,3912,0.00041865
gpt-oss-20b__low__size7_difficulty0.8_grid11__greedy_t0,GPT-OSS-20B,openai/gpt-oss-20b,low,0.0,greedy,size7_difficulty0.8_grid11,7,0.8,0.28,11,True,False,13,5,0.5384615384615384,1.0,0.0,0.0,True,True,4916,533,43.47907855786616,3.065551768988371,5.791523867216892,6305,11221,0.00129845
gpt-oss-20b__low__size7_difficulty0.8_grid11__sampled_rep2_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid11,7,0.8,0.28,11,True,True,5,5,1.0,1.0,0.0,0.0,False,False,1398,601,9.54562234604964,1.1688078900333494,3.6315579682355743,2425,3823,0.00040085
gpt-oss-20b__low__size7_difficulty0.8_grid11__sampled_rep3_t07,GPT-OSS-20B,openai/gpt-oss-20b,low,0.7,sampled,size7_difficulty0.8_grid11,7,0.8,0.28,11,True,True,6,5,0.8333333333333334,1.0,0.0,0.0,False,False,2213,1070,18.09172517497791,1.2605419394967612,8.526171845733188,2910,5123,0.0005881
